period,od_index,flow,route,n_same_route_patterns,n_other_routes,n_attractive_lines,own_headway_min,combined_headway_min,wait_now_min,wait_hyperpath_min,saving_min,flow_weighted_saving,saving_same_route_min,flow_weighted_saving_same_route,saving_cross_route_only_min,flow_weighted_saving_cross_route
am_peak,259,0.10305481349185328,034,1,1,2,15.0,12.0,6.75,6.0,1.5,0.1545822202377799,0.0,0.0,1.5,0.1545822202377799
am_peak,259,0.10305481349185328,001,1,1,2,30.0,22.5,10.5,8.625,3.75,0.3864555505944498,0.0,0.0,3.75,0.3864555505944498
am_peak,260,0.10305481349185328,034,1,1,2,15.0,12.0,6.75,6.0,1.5,0.1545822202377799,0.0,0.0,1.5,0.1545822202377799
am_peak,261,0.15458222023777993,034,1,1,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699,0.0,0.0,1.5,0.2318733303566699
am_peak,262,0.3606918472214865,034,1,1,2,15.0,12.0,6.75,6.0,1.5,0.5410377708322298,0.0,0.0,1.5,0.5410377708322298
am_peak,267,0.20610962698370655,034,1,1,2,15.0,12.0,6.75,6.0,1.5,0.3091644404755598,0.0,0.0,1.5,0.3091644404755598
am_peak,273,0.10305481349185328,034,1,1,2,15.0,12.0,6.75,6.0,1.5,0.1545822202377799,0.0,0.0,1.5,0.1545822202377799
am_peak,294,0.10305481349185328,034,1,1,2,15.0,12.0,6.75,6.0,1.5,0.1545822202377799,0.0,0.0,1.5,0.1545822202377799
am_peak,296,0.10305481349185328,034,1,1,2,15.0,12.0,6.75,6.0,1.5,0.1545822202377799,0.0,0.0,1.5,0.1545822202377799
am_peak,316,0.10305481349185328,034,1,1,2,15.0,12.0,6.75,6.0,1.5,0.1545822202377799,0.0,0.0,1.5,0.1545822202377799
am_peak,317,0.10305481349185328,034,1,1,2,15.0,12.0,6.75,6.0,1.5,0.1545822202377799,0.0,0.0,1.5,0.1545822202377799
am_peak,332,0.10305481349185328,034,1,1,2,15.0,12.0,6.75,6.0,1.5,0.1545822202377799,0.0,0.0,1.5,0.1545822202377799
am_peak,337,0.15458222023777993,011,1,1,2,60.0,12.0,18.0,6.0,24.0,3.7099732857067185,0.0,0.0,24.0,3.7099732857067185
am_peak,344,0.20610962698370655,102,1,1,2,30.0,10.0,10.5,5.0,11.0,2.267205896820772,0.0,0.0,11.0,2.267205896820772
am_peak,347,0.15458222023777993,102,1,1,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792,0.0,0.0,11.0,1.7004044226155792
