period,od_index,flow,route,n_attractive_lines,own_headway_min,combined_headway_min,wait_now_min,wait_hyperpath_min,saving_min,flow_weighted_saving
am_peak,8515,0.15458222023777993,005,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8517,0.15458222023777993,005,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8518,0.20610962698370655,005,2,60.0,30.0,18.0,10.5,15.0,3.0916444047555984
am_peak,8519,0.15458222023777993,005,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8520,0.15458222023777993,005,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8521,0.30916444047555985,005,2,60.0,30.0,18.0,10.5,15.0,4.637466607133398
am_peak,8521,0.30916444047555985,004,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,8522,0.6698562876970463,005,2,60.0,30.0,18.0,10.5,15.0,10.047844315455695
am_peak,8522,0.6698562876970463,007,2,30.0,10.0,10.5,5.0,11.0,7.368419164667509
am_peak,8523,0.46374666071333975,005,2,60.0,30.0,18.0,10.5,15.0,6.9561999107000965
am_peak,8523,0.46374666071333975,007,2,30.0,10.0,10.5,5.0,11.0,5.101213267846737
am_peak,8526,0.15458222023777993,001,4,30.0,7.5,10.5,3.75,13.5,2.086859973210029
am_peak,8528,0.20610962698370655,001,6,30.0,6.0,10.5,3.0,15.0,3.0916444047555984
am_peak,8530,0.15458222023777993,101,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8531,0.15458222023777993,007,6,30.0,4.285714285714286,10.5,2.142857142857143,16.714285714285715,2.5837313954028933
am_peak,8534,0.30916444047555985,010,4,28.8,4.8,10.2,2.4,15.599999999999998,4.822965271418733
am_peak,8537,0.15458222023777993,006,2,14.4,9.23076923076923,6.6,4.615384615384615,3.9692307692307693,0.6135725049438034
am_peak,8538,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,8541,0.15458222023777993,032,2,60.0,45.0,18.0,14.25,7.5,1.1593666517833494
am_peak,8545,0.15458222023777993,004,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8550,0.2576370337296332,007,2,30.0,10.0,10.5,5.0,11.0,2.8340073710259652
am_peak,8551,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8552,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,8557,0.15458222023777993,004,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8558,0.20610962698370655,007,2,30.0,10.0,10.5,5.0,11.0,2.267205896820772
am_peak,8566,0.15458222023777993,101,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8567,0.3606918472214865,007,6,30.0,4.285714285714286,10.5,2.142857142857143,16.714285714285715,6.028706589273417
am_peak,8569,0.5152740674592664,008,2,30.0,15.0,10.5,6.75,7.5,3.864555505944498
am_peak,8576,0.15458222023777993,033,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8582,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8582,0.15458222023777993,004,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8588,0.4122192539674131,007,2,30.0,10.0,10.5,5.0,11.0,4.534411793641544
am_peak,8590,0.20610962698370655,005,2,60.0,30.0,18.0,10.5,15.0,3.0916444047555984
am_peak,8593,0.30916444047555985,034,2,15.0,12.0,6.75,6.0,1.5,0.4637466607133398
am_peak,8593,0.30916444047555985,004,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,8595,0.8759659146807529,007,2,30.0,10.0,10.5,5.0,11.0,9.635625061488282
am_peak,8600,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,8602,0.2576370337296332,007,6,30.0,4.285714285714286,10.5,2.142857142857143,16.714285714285715,4.306218992338155
am_peak,8605,0.2576370337296332,010,4,28.8,4.8,10.2,2.4,15.599999999999998,4.019137726182278
am_peak,8620,0.20610962698370655,007,2,30.0,10.0,10.5,5.0,11.0,2.267205896820772
am_peak,8621,0.20610962698370655,001,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,8624,0.20610962698370655,005,2,60.0,30.0,18.0,10.5,15.0,3.0916444047555984
am_peak,8628,0.4122192539674131,034,2,15.0,12.0,6.75,6.0,1.5,0.6183288809511196
am_peak,8628,0.4122192539674131,004,2,30.0,15.0,10.5,6.75,7.5,3.0916444047555984
am_peak,8630,0.3606918472214865,007,2,30.0,10.0,10.5,5.0,11.0,3.9676103194363517
am_peak,8633,0.30916444047555985,007,6,30.0,4.285714285714286,10.5,2.142857142857143,16.714285714285715,5.167462790805787
am_peak,8635,0.20610962698370655,010,4,28.8,4.8,10.2,2.4,15.599999999999998,3.2153101809458215
am_peak,8647,0.15458222023777993,007,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,8648,0.2576370337296332,034,2,15.0,12.0,6.75,6.0,1.5,0.3864555505944498
am_peak,8648,0.2576370337296332,004,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,8650,0.3606918472214865,007,2,30.0,10.0,10.5,5.0,11.0,3.9676103194363517
am_peak,8653,0.2576370337296332,008,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,8655,0.20610962698370655,010,4,28.8,4.8,10.2,2.4,15.599999999999998,3.2153101809458215
am_peak,8657,0.15458222023777993,008,3,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8658,0.15458222023777993,033,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8667,0.20610962698370655,007,2,30.0,10.0,10.5,5.0,11.0,2.267205896820772
am_peak,8670,0.2576370337296332,007,2,30.0,10.0,10.5,5.0,11.0,2.8340073710259652
am_peak,8676,0.2576370337296332,007,6,30.0,4.285714285714286,10.5,2.142857142857143,16.714285714285715,4.306218992338155
am_peak,8678,0.30916444047555985,010,4,28.8,4.8,10.2,2.4,15.599999999999998,4.822965271418733
am_peak,8680,0.15458222023777993,033,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8682,0.15458222023777993,033,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8688,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8688,0.15458222023777993,004,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8694,0.8759659146807529,034,2,15.0,12.0,6.75,6.0,1.5,1.3139488720211294
am_peak,8694,0.8759659146807529,004,2,30.0,15.0,10.5,6.75,7.5,6.569744360105647
am_peak,8696,0.2576370337296332,007,2,30.0,10.0,10.5,5.0,11.0,2.8340073710259652
am_peak,8702,0.30916444047555985,010,4,28.8,4.8,10.2,2.4,15.599999999999998,4.822965271418733
am_peak,8711,0.15458222023777993,021,2,51.42857142857143,32.72727272727273,15.857142857142858,11.181818181818182,9.350649350649352,1.445444137288332
am_peak,8712,0.20610962698370655,034,2,15.0,12.0,6.75,6.0,1.5,0.3091644404755598
am_peak,8712,0.20610962698370655,004,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,8717,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8719,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8720,0.15458222023777993,007,6,30.0,4.285714285714286,10.5,2.142857142857143,16.714285714285715,2.5837313954028933
am_peak,8723,0.30916444047555985,010,4,28.8,4.8,10.2,2.4,15.599999999999998,4.822965271418733
am_peak,8726,0.15458222023777993,005,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8727,0.20610962698370655,008,3,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,8738,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8738,0.15458222023777993,004,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8746,0.46374666071333975,007,2,30.0,10.0,10.5,5.0,11.0,5.101213267846737
am_peak,8748,0.4122192539674131,001,2,30.0,15.0,10.5,6.75,7.5,3.0916444047555984
am_peak,8753,0.30916444047555985,034,2,15.0,12.0,6.75,6.0,1.5,0.4637466607133398
am_peak,8753,0.30916444047555985,004,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,8755,0.30916444047555985,007,2,30.0,10.0,10.5,5.0,11.0,3.4008088452311585
am_peak,8759,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8764,0.2576370337296332,002,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,8766,0.15458222023777993,007,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,8767,0.15458222023777993,007,6,30.0,4.285714285714286,10.5,2.142857142857143,16.714285714285715,2.5837313954028933
am_peak,8777,0.30916444047555985,033,2,60.0,30.0,18.0,10.5,15.0,4.637466607133398
am_peak,8783,0.7729111011888996,033,2,60.0,30.0,18.0,10.5,15.0,11.593666517833494
am_peak,8784,0.30916444047555985,034,2,15.0,12.0,6.75,6.0,1.5,0.4637466607133398
am_peak,8784,0.30916444047555985,004,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,8792,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8793,0.4122192539674131,001,2,30.0,15.0,10.5,6.75,7.5,3.0916444047555984
am_peak,8797,0.20610962698370655,033,2,60.0,30.0,18.0,10.5,15.0,3.0916444047555984
am_peak,8809,0.46374666071333975,034,2,15.0,12.0,6.75,6.0,1.5,0.6956199910700096
am_peak,8809,0.46374666071333975,004,2,30.0,15.0,10.5,6.75,7.5,3.4780999553500482
am_peak,8811,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8816,2.7824799642800384,002,2,30.0,15.0,10.5,6.75,7.5,20.86859973210029
am_peak,8817,0.20610962698370655,102,3,30.0,10.0,10.5,5.0,11.0,2.267205896820772
am_peak,8818,0.15458222023777993,102,3,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,8819,0.3606918472214865,102,3,30.0,10.0,10.5,5.0,11.0,3.9676103194363517
am_peak,8821,0.2576370337296332,102,3,30.0,10.0,10.5,5.0,11.0,2.8340073710259652
am_peak,8821,0.2576370337296332,008,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,8822,0.15458222023777993,102,3,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,8823,0.20610962698370655,102,3,30.0,10.0,10.5,5.0,11.0,2.267205896820772
am_peak,8824,0.15458222023777993,002,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8825,0.20610962698370655,002,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,8827,1.6488770158696524,102,3,30.0,10.0,10.5,5.0,11.0,18.137647174566176
am_peak,8828,0.15458222023777993,102,3,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,8828,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8830,0.721383694442973,102,3,30.0,10.0,10.5,5.0,11.0,7.935220638872703
am_peak,8831,0.15458222023777993,102,3,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,8832,0.20610962698370655,034,2,15.0,12.0,6.75,6.0,1.5,0.3091644404755598
am_peak,8834,0.2576370337296332,102,3,30.0,10.0,10.5,5.0,11.0,2.8340073710259652
am_peak,8836,0.15458222023777993,033,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8837,0.15458222023777993,033,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8839,0.15458222023777993,102,3,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,8845,0.20610962698370655,034,2,15.0,12.0,6.75,6.0,1.5,0.3091644404755598
am_peak,8845,0.20610962698370655,004,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,8846,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8859,0.15458222023777993,102,3,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,8859,0.15458222023777993,001,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8860,0.20610962698370655,102,3,30.0,10.0,10.5,5.0,11.0,2.267205896820772
am_peak,8862,0.20610962698370655,102,3,30.0,10.0,10.5,5.0,11.0,2.267205896820772
am_peak,8863,0.20610962698370655,102,3,30.0,10.0,10.5,5.0,11.0,2.267205896820772
am_peak,8864,0.3606918472214865,102,3,30.0,10.0,10.5,5.0,11.0,3.9676103194363517
am_peak,8867,0.20610962698370655,102,3,30.0,10.0,10.5,5.0,11.0,2.267205896820772
am_peak,8868,0.2576370337296332,034,2,15.0,12.0,6.75,6.0,1.5,0.3864555505944498
am_peak,8868,0.2576370337296332,004,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,8876,0.30916444047555985,007,6,30.0,4.285714285714286,10.5,2.142857142857143,16.714285714285715,5.167462790805787
am_peak,8878,0.30916444047555985,010,4,28.8,4.8,10.2,2.4,15.599999999999998,4.822965271418733
am_peak,8882,0.15458222023777993,033,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8891,0.15458222023777993,007,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,8893,0.15458222023777993,021,2,51.42857142857143,32.72727272727273,15.857142857142858,11.181818181818182,9.350649350649352,1.445444137288332
am_peak,8897,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8902,0.20610962698370655,034,2,15.0,12.0,6.75,6.0,1.5,0.3091644404755598
am_peak,8904,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8904,0.15458222023777993,033,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8905,0.3606918472214865,034,2,15.0,12.0,6.75,6.0,1.5,0.5410377708322298
am_peak,8907,0.15458222023777993,004,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8909,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8911,0.30916444047555985,007,2,30.0,10.0,10.5,5.0,11.0,3.4008088452311585
am_peak,8914,0.20610962698370655,004,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,8916,0.2576370337296332,007,2,30.0,10.0,10.5,5.0,11.0,2.8340073710259652
am_peak,8917,0.30916444047555985,034,2,15.0,12.0,6.75,6.0,1.5,0.4637466607133398
am_peak,8923,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8924,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8925,0.20610962698370655,034,2,15.0,12.0,6.75,6.0,1.5,0.3091644404755598
am_peak,8926,0.20610962698370655,034,2,15.0,12.0,6.75,6.0,1.5,0.3091644404755598
am_peak,8927,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8930,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8934,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,8936,0.2576370337296332,004,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,8938,0.20610962698370655,034,2,15.0,12.0,6.75,6.0,1.5,0.3091644404755598
am_peak,8939,0.20610962698370655,034,2,15.0,12.0,6.75,6.0,1.5,0.3091644404755598
am_peak,8940,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8945,0.2576370337296332,010,2,28.8,14.399999999999999,10.2,6.6,7.199999999999999,1.8549866428533588
am_peak,8947,0.15458222023777993,005,2,60.0,30.0,18.0,10.5,15.0,2.318733303566699
am_peak,8950,0.3606918472214865,034,2,15.0,12.0,6.75,6.0,1.5,0.5410377708322298
am_peak,8952,0.20610962698370655,034,2,15.0,12.0,6.75,6.0,1.5,0.3091644404755598
am_peak,8953,0.3606918472214865,034,2,15.0,12.0,6.75,6.0,1.5,0.5410377708322298
am_peak,8956,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8959,0.20610962698370655,008,3,30.0,12.0,10.5,6.0,9.0,1.854986642853359
am_peak,8960,0.30916444047555985,034,2,15.0,12.0,6.75,6.0,1.5,0.4637466607133398
am_peak,8961,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8966,0.2576370337296332,007,2,30.0,10.0,10.5,5.0,11.0,2.8340073710259652
am_peak,8967,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,8970,0.20610962698370655,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,3.0033117074768674
am_peak,8974,0.566801474205193,008,2,30.0,15.0,10.5,6.75,7.5,4.251011056538948
am_peak,8975,0.20610962698370655,034,2,15.0,12.0,6.75,6.0,1.5,0.3091644404755598
am_peak,8976,0.20610962698370655,034,2,15.0,12.0,6.75,6.0,1.5,0.3091644404755598
am_peak,8981,0.15458222023777993,010,2,28.8,14.399999999999999,10.2,6.6,7.199999999999999,1.1129919857120154
am_peak,8984,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,8985,0.4122192539674131,034,2,15.0,12.0,6.75,6.0,1.5,0.6183288809511196
am_peak,8986,0.3606918472214865,034,2,15.0,12.0,6.75,6.0,1.5,0.5410377708322298
am_peak,8987,0.2576370337296332,034,2,15.0,12.0,6.75,6.0,1.5,0.3864555505944498
am_peak,8988,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8990,0.15458222023777993,034,2,15.0,12.0,6.75,6.0,1.5,0.2318733303566699
am_peak,8993,0.15458222023777993,007,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,8995,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,8999,0.6183288809511197,004,2,30.0,15.0,10.5,6.75,7.5,4.637466607133398
am_peak,9001,0.20610962698370655,007,2,30.0,10.0,10.5,5.0,11.0,2.267205896820772
am_peak,9002,0.2576370337296332,008,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,9003,1.0305481349185328,008,2,30.0,15.0,10.5,6.75,7.5,7.729111011888996
am_peak,9004,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9004,0.15458222023777993,007,2,30.0,10.0,10.5,5.0,11.0,1.7004044226155792
am_peak,9005,1.133602948410386,008,2,30.0,15.0,10.5,6.75,7.5,8.502022113077896
am_peak,9006,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9006,0.20610962698370655,010,4,28.8,4.8,10.2,2.4,15.599999999999998,3.2153101809458215
am_peak,9008,0.46374666071333975,008,2,30.0,15.0,10.5,6.75,7.5,3.4780999553500482
am_peak,9009,0.3606918472214865,008,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,9010,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9011,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9013,0.15458222023777993,035,2,60.0,45.0,18.0,14.25,7.5,1.1593666517833494
am_peak,9014,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9016,0.2576370337296332,008,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,9017,0.2576370337296332,008,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,9018,0.30916444047555985,035,2,60.0,45.0,18.0,14.25,7.5,2.318733303566699
am_peak,9020,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9021,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9022,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9023,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9024,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9026,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9027,0.2576370337296332,008,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,9028,1.0820755416644594,008,2,30.0,15.0,10.5,6.75,7.5,8.115566562483446
am_peak,9030,0.30916444047555985,008,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,9031,0.2576370337296332,008,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,9032,0.46374666071333975,008,2,30.0,15.0,10.5,6.75,7.5,3.4780999553500482
am_peak,9033,0.15458222023777993,008,3,30.0,12.0,10.5,6.0,9.0,1.3912399821400194
am_peak,9034,1.0305481349185328,008,2,30.0,15.0,10.5,6.75,7.5,7.729111011888996
am_peak,9035,0.566801474205193,008,2,30.0,15.0,10.5,6.75,7.5,4.251011056538948
am_peak,9036,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9037,0.30916444047555985,008,2,30.0,15.0,10.5,6.75,7.5,2.318733303566699
am_peak,9038,0.46374666071333975,008,2,30.0,15.0,10.5,6.75,7.5,3.4780999553500482
am_peak,9041,0.2576370337296332,008,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,9042,0.15458222023777993,035,2,60.0,45.0,18.0,14.25,7.5,1.1593666517833494
am_peak,9043,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9045,0.15458222023777993,035,2,60.0,45.0,18.0,14.25,7.5,1.1593666517833494
am_peak,9047,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9048,0.2576370337296332,035,2,60.0,45.0,18.0,14.25,7.5,1.932277752972249
am_peak,9052,0.566801474205193,008,3,30.0,12.0,10.5,6.0,9.0,5.101213267846737
am_peak,9053,0.6183288809511197,008,2,30.0,15.0,10.5,6.75,7.5,4.637466607133398
am_peak,9055,0.8244385079348262,008,2,30.0,15.0,10.5,6.75,7.5,6.183288809511197
am_peak,9056,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9057,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9057,0.20610962698370655,001,4,30.0,7.5,10.5,3.75,13.5,2.7824799642800384
am_peak,9058,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9059,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9059,0.15458222023777993,101,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9060,1.0305481349185328,008,2,30.0,15.0,10.5,6.75,7.5,7.729111011888996
am_peak,9062,0.46374666071333975,008,2,30.0,15.0,10.5,6.75,7.5,3.4780999553500482
am_peak,9063,0.2576370337296332,008,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,9064,0.2576370337296332,008,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,9065,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9066,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9067,0.3606918472214865,008,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,9068,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9069,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9070,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9070,0.15458222023777993,035,2,60.0,45.0,18.0,14.25,7.5,1.1593666517833494
am_peak,9071,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9071,0.15458222023777993,035,2,60.0,45.0,18.0,14.25,7.5,1.1593666517833494
am_peak,9073,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9074,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9075,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9076,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9077,0.566801474205193,008,2,30.0,15.0,10.5,6.75,7.5,4.251011056538948
am_peak,9078,0.46374666071333975,008,2,30.0,15.0,10.5,6.75,7.5,3.4780999553500482
am_peak,9079,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9080,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9081,0.4122192539674131,008,2,30.0,15.0,10.5,6.75,7.5,3.0916444047555984
am_peak,9082,0.2576370337296332,008,2,30.0,15.0,10.5,6.75,7.5,1.932277752972249
am_peak,9083,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9083,0.20610962698370655,002,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9084,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9085,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9086,2.1126236765829924,008,2,30.0,15.0,10.5,6.75,7.5,15.844677574372444
am_peak,9087,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9088,0.3606918472214865,008,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,9088,0.3606918472214865,002,4,30.0,7.5,10.5,3.75,13.5,4.869339937490068
am_peak,9089,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9090,0.9790207281726062,008,2,30.0,15.0,10.5,6.75,7.5,7.342655461294546
am_peak,9091,0.6183288809511197,008,2,30.0,15.0,10.5,6.75,7.5,4.637466607133398
am_peak,9091,0.6183288809511197,010,4,28.8,4.8,10.2,2.4,15.599999999999998,9.645930542837466
am_peak,9093,0.8759659146807529,008,2,30.0,15.0,10.5,6.75,7.5,6.569744360105647
am_peak,9094,0.20610962698370655,008,2,30.0,15.0,10.5,6.75,7.5,1.5458222023777992
am_peak,9095,0.3606918472214865,008,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
am_peak,9095,0.3606918472214865,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,5.255795488084519
am_peak,9096,0.15458222023777993,008,2,30.0,15.0,10.5,6.75,7.5,1.1593666517833494
am_peak,9096,0.15458222023777993,010,4,26.742857142857144,4.8,9.685714285714287,2.4,14.571428571428573,2.2524837806076508
am_peak,9098,0.5152740674592664,008,2,30.0,15.0,10.5,6.75,7.5,3.864555505944498
am_peak,9099,0.4122192539674131,008,2,30.0,15.0,10.5,6.75,7.5,3.0916444047555984
am_peak,9100,0.3606918472214865,008,2,30.0,15.0,10.5,6.75,7.5,2.7051888541611486
